"Date","Price","Open","High","Low","Vol.","Change %"
"10/24/2022","5.13","5.03","5.20","5.03","378.90K","1.99%"
"10/21/2022","5.03","5.05","5.08","5.00","1.04M","-0.79%"
"10/20/2022","5.07","5.15","5.15","5.02","723.50K","1.40%"
"10/19/2022","5.00","5.20","5.20","4.96","2.00M","0.00%"
"10/18/2022","5.00","5.00","5.28","4.95","901.00K","0.40%"
"10/17/2022","4.98","5.00","5.00","4.96","521.20K","-0.40%"
"10/14/2022","5.00","5.07","5.07","4.98","666.50K","0.00%"
"10/13/2022","5.00","4.99","5.05","4.99","1.35M","0.00%"
"10/12/2022","5.00","5.00","5.02","4.95","8.58M","0.00%"
"10/11/2022","5.00","5.00","5.00","4.86","3.16M","0.00%"
"10/10/2022","5.00","5.05","5.09","4.80","2.30M","-1.38%"
"10/07/2022","5.07","5.06","5.09","5.00","4.53M","0.60%"
"10/06/2022","5.04","5.12","5.12","4.92","5.60M","-1.56%"
"10/05/2022","5.12","5.19","5.19","5.02","3.15M","-1.35%"
"10/04/2022","5.19","5.25","5.30","5.12","1.55M","-1.14%"
"10/03/2022","5.25","5.30","5.31","5.21","2.31M","-1.13%"
"09/30/2022","5.31","5.44","5.44","5.25","3.79M","0.00%"
"09/29/2022","5.31","5.30","5.35","5.25","2.20M","0.57%"
"09/28/2022","5.28","5.44","5.57","5.18","2.71M","-2.94%"
"09/27/2022","5.44","5.55","5.55","5.31","4.08M","-1.09%"
"09/23/2022","5.50","5.60","5.76","5.46","6.43M","-3.17%"
"09/22/2022","5.68","5.80","5.80","5.66","5.08M","-2.07%"
"09/21/2022","5.80","5.82","5.85","5.76","607.00K","-0.34%"
"09/20/2022","5.82","5.87","5.87","5.75","2.85M","-0.51%"
"09/19/2022","5.85","5.85","5.87","5.75","4.03M","0.00%"
"09/16/2022","5.85","5.84","5.86","5.82","5.64M","-0.17%"
"09/15/2022","5.86","5.90","5.90","5.82","1.82M","-0.68%"
"09/14/2022","5.90","5.85","5.90","5.82","3.75M","0.00%"
"09/13/2022","5.90","5.99","5.99","5.90","13.28M","-1.50%"
"09/12/2022","5.99","6.13","6.15","5.99","19.79M","-1.48%"
"09/09/2022","6.08","6.10","6.15","6.08","482.50K","1.33%"
"09/08/2022","6.00","6.10","6.10","5.91","9.75M","-1.64%"
"09/07/2022","6.10","6.16","6.16","5.90","12.49M","-0.49%"
"09/06/2022","6.13","6.25","6.25","6.13","4.32M","-1.92%"
"09/05/2022","6.25","6.20","6.26","6.17","1.58M","0.81%"
"09/02/2022","6.20","6.20","6.20","6.17","868.70K","0.16%"
"09/01/2022","6.19","6.24","6.24","6.15","3.31M","0.65%"
"08/31/2022","6.15","6.18","6.23","6.15","821.20K","-0.49%"
"08/30/2022","6.18","6.16","6.22","6.13","2.05M","-0.64%"
"08/26/2022","6.22","6.20","6.24","6.20","225.70K","0.65%"
"08/25/2022","6.18","6.16","6.22","6.14","2.22M","0.32%"
"08/24/2022","6.16","6.25","6.25","6.12","2.64M","0.16%"
"08/23/2022","6.15","6.21","6.21","6.11","3.49M","-0.81%"
"08/22/2022","6.20","6.54","6.54","6.20","3.57M","-2.36%"
"08/19/2022","6.35","6.40","6.56","6.35","7.99M","-0.78%"
"08/18/2022","6.40","6.50","6.58","6.33","1.45M","-3.03%"
"08/17/2022","6.60","6.69","6.69","6.50","2.10M","-1.35%"
"08/16/2022","6.69","6.55","6.72","6.55","3.40M","2.14%"
"08/15/2022","6.55","6.54","6.55","6.50","1.71M","0.77%"
"08/12/2022","6.50","6.53","6.55","6.47","4.58M","0.15%"
"08/11/2022","6.49","6.32","6.52","6.32","6.27M","2.85%"
"08/10/2022","6.31","6.31","6.39","6.30","422.00K","0.00%"
"08/09/2022","6.31","6.37","6.40","6.27","1.52M","-1.41%"
"08/08/2022","6.40","6.40","6.41","6.35","467.90K","0.00%"
"08/05/2022","6.40","6.39","6.45","6.37","4.12M","0.31%"
"08/04/2022","6.38","6.39","6.45","6.38","1.09M","-0.16%"
"08/03/2022","6.39","6.39","6.45","6.36","2.70M","0.79%"
"08/02/2022","6.34","6.39","6.39","6.30","489.70K","0.00%"
"08/01/2022","6.34","6.35","6.39","6.31","457.60K","-0.78%"
"07/29/2022","6.39","6.39","6.40","6.30","1.80M","0.00%"
"07/28/2022","6.39","6.36","6.40","6.36","191.70K","0.63%"
"07/27/2022","6.35","6.36","6.46","6.33","418.40K","-0.16%"
"07/26/2022","6.36","6.47","6.50","6.35","569.60K","-1.70%"
"07/25/2022","6.47","6.43","6.49","6.41","366.40K","-0.15%"
"07/22/2022","6.48","6.50","6.51","6.48","227.20K","-0.15%"
"07/21/2022","6.49","6.45","6.52","6.45","1.33M","0.78%"
"07/20/2022","6.44","6.49","6.53","6.44","522.40K","-0.16%"
"07/19/2022","6.45","6.50","6.50","6.42","6.47M","-0.77%"
"07/18/2022","6.50","6.35","6.50","6.29","545.20K","3.17%"
"07/15/2022","6.30","6.30","6.40","6.26","1.05M","0.16%"
"07/14/2022","6.29","6.58","6.58","6.17","3.67M","-3.68%"
"07/13/2022","6.53","6.53","6.58","6.53","1.02M","0.00%"
"07/12/2022","6.53","6.55","6.55","6.50","3.83M","-0.31%"
"07/11/2022","6.55","6.50","6.55","6.30","1.35M","2.34%"
"07/08/2022","6.40","6.54","6.54","6.40","196.90K","-0.78%"
"07/07/2022","6.45","6.55","6.55","6.45","549.60K","-0.77%"
"07/06/2022","6.50","6.50","6.55","6.49","1.57M","0.15%"
"07/05/2022","6.49","6.45","6.50","6.43","473.20K","0.93%"
"07/04/2022","6.43","6.45","6.45","6.30","362.10K","-0.31%"
"07/01/2022","6.45","6.20","6.50","6.20","496.10K","4.03%"
"06/30/2022","6.20","6.20","6.24","6.10","4.67M","0.00%"
"06/29/2022","6.20","6.15","6.20","6.07","654.70K","1.64%"
"06/28/2022","6.10","6.25","6.25","6.03","2.58M","0.00%"
"06/27/2022","6.10","6.21","6.29","6.07","1.96M","0.00%"
"06/24/2022","6.10","6.00","6.35","6.00","2.00M","0.49%"
"06/23/2022","6.07","6.20","6.37","6.07","1.99M","-2.41%"
"06/22/2022","6.22","6.50","6.54","6.22","2.19M","-4.31%"
"06/21/2022","6.50","6.37","6.55","6.37","1.79M","2.04%"
"06/20/2022","6.37","6.52","6.53","6.30","7.77M","-2.30%"
"06/17/2022","6.52","6.58","6.58","6.40","6.89M","-1.06%"
"06/16/2022","6.59","6.50","6.67","6.50","1.05M","2.33%"
"06/15/2022","6.44","6.64","6.66","6.38","4.43M","-3.01%"
"06/14/2022","6.64","6.74","6.74","6.60","2.85M","-1.48%"
"06/13/2022","6.74","6.88","6.91","6.70","1.74M","-2.32%"
"06/10/2022","6.90","6.91","6.92","6.89","1.21M","0.00%"
"06/09/2022","6.90","6.92","6.92","6.90","10.87M","0.00%"
"06/08/2022","6.90","6.89","6.95","6.89","1.20M","0.00%"
"06/07/2022","6.90","6.93","6.93","6.89","3.44M","0.00%"
"06/06/2022","6.90","6.93","6.93","6.89","2.68M","-0.43%"
"06/03/2022","6.93","6.97","6.97","6.93","1.07M","0.00%"
"06/02/2022","6.93","6.88","6.94","6.80","3.55M","1.91%"
"06/01/2022","6.80","6.88","6.91","6.80","7.38M","2.10%"
"05/31/2022","6.66","7.13","7.20","6.66","34.27M","-6.46%"
"05/30/2022","7.12","7.16","7.40","7.12","11.57M","-0.42%"
"05/27/2022","7.15","7.10","7.21","7.06","5.02M","0.99%"
"05/26/2022","7.08","7.12","7.24","7.08","4.09M","-0.56%"
"05/25/2022","7.12","7.20","7.29","7.11","4.77M","-1.79%"
"05/24/2022","7.25","7.29","7.32","7.19","8.19M","1.40%"
"05/23/2022","7.15","7.20","7.20","7.12","3.37M","-0.69%"
"05/20/2022","7.20","7.26","7.26","7.16","2.43M","0.70%"
"05/19/2022","7.15","7.15","7.28","7.15","4.47M","0.00%"
"05/18/2022","7.15","7.20","7.34","7.15","5.89M","-0.69%"
"05/17/2022","7.20","7.34","7.34","7.20","5.24M","-1.37%"
"05/16/2022","7.30","7.24","7.40","7.06","7.95M","4.14%"
"05/13/2022","7.01","7.28","7.44","7.00","6.57M","0.14%"
"05/12/2022","7.00","7.00","7.30","7.00","5.44M","0.00%"
"05/11/2022","7.00","7.08","7.09","7.00","4.25M","-1.41%"
"05/10/2022","7.10","7.10","7.11","7.00","4.53M","-3.53%"
"05/06/2022","7.36","7.35","7.45","7.35","4.39M","-1.21%"
"05/05/2022","7.45","7.30","7.54","7.26","4.45M","1.50%"
"05/04/2022","7.34","7.23","7.34","7.20","2.00M","1.52%"
"05/02/2022","7.23","7.25","7.30","7.20","762.80K","-0.96%"
"04/29/2022","7.30","7.30","7.35","7.19","2.78M","-0.14%"
"04/28/2022","7.31","7.31","7.40","7.30","3.11M","-0.27%"
"04/27/2022","7.33","7.40","7.40","7.29","4.40M","-0.14%"
"04/26/2022","7.34","7.34","7.37","7.33","2.89M","0.00%"
"04/25/2022","7.34","7.40","7.42","7.33","3.29M","-1.21%"
"04/22/2022","7.43","7.44","7.45","7.37","1.72M","0.41%"
"04/21/2022","7.40","7.38","7.44","7.35","2.26M","0.27%"
"04/20/2022","7.38","7.40","7.45","7.33","3.08M","-0.27%"
"04/19/2022","7.40","7.44","7.46","7.33","5.84M","-0.54%"
"04/18/2022","7.44","7.48","7.49","7.40","2.25M","-0.13%"
"04/13/2022","7.45","7.43","7.45","7.33","2.85M","0.27%"
"04/12/2022","7.43","7.29","7.43","7.29","2.19M","1.92%"
"04/11/2022","7.29","7.38","7.43","7.29","1.55M","-2.15%"
"04/08/2022","7.45","7.30","7.48","7.27","2.98M","2.05%"
"04/07/2022","7.30","7.42","7.42","7.20","2.08M","-1.75%"
"04/06/2022","7.43","7.42","7.48","7.40","2.91M","0.27%"
"04/05/2022","7.41","7.44","7.49","7.40","2.24M","-0.40%"
"04/04/2022","7.44","7.43","7.50","7.40","3.64M","0.81%"
"04/01/2022","7.38","7.35","7.44","7.35","2.89M","0.41%"
"03/31/2022","7.35","7.30","7.40","7.30","3.26M","0.00%"
"03/30/2022","7.35","7.45","7.45","7.35","4.49M","-0.81%"
"03/29/2022","7.41","7.39","7.44","7.37","5.04M","0.27%"
"03/28/2022","7.39","7.40","7.44","7.38","5.86M","0.14%"
"03/25/2022","7.38","7.40","7.44","7.26","3.49M","0.27%"
"03/24/2022","7.36","7.40","7.40","7.29","2.32M","-0.54%"
"03/23/2022","7.40","7.42","7.42","7.34","6.90M","-0.54%"
"03/22/2022","7.44","7.11","7.44","7.11","4.55M","4.06%"
"03/21/2022","7.15","7.18","7.27","7.13","2.87M","-0.42%"
"03/18/2022","7.18","7.21","7.39","7.10","142.55M","0.28%"
"03/17/2022","7.16","7.16","7.40","7.16","15.36M","0.70%"
"03/16/2022","7.11","7.14","7.48","7.11","9.42M","0.42%"
"03/15/2022","7.08","7.15","7.33","7.01","13.42M","-0.98%"
"03/14/2022","7.15","7.30","7.62","7.15","11.99M","-1.52%"
"03/11/2022","7.26","7.72","7.72","7.22","15.08M","-3.33%"
"03/10/2022","7.51","7.40","7.74","7.39","6.63M","1.49%"
"03/09/2022","7.40","7.15","7.48","7.15","13.22M","3.50%"
"03/08/2022","7.15","7.76","7.79","7.15","15.14M","-7.74%"
"03/07/2022","7.75","7.93","7.93","7.65","4.70M","-1.90%"
"03/04/2022","7.90","7.98","7.98","7.87","5.07M","-1.00%"
"03/03/2022","7.98","8.00","8.00","7.87","4.63M","1.40%"
"03/02/2022","7.87","8.00","8.00","7.86","5.77M","0.77%"
"03/01/2022","7.81","8.00","8.09","7.81","5.81M","0.39%"
"02/28/2022","7.78","7.60","7.98","7.60","4.82M","2.37%"
"02/24/2022","7.60","8.13","8.13","7.58","7.19M","-6.52%"
"02/23/2022","8.13","8.15","8.16","7.97","7.90M","-0.37%"
"02/22/2022","8.16","7.95","8.24","7.95","17.29M","2.77%"
"02/21/2022","7.94","7.59","8.10","7.58","7.92M","4.75%"
"02/18/2022","7.58","7.62","7.62","7.57","3.36M","-0.79%"
"02/17/2022","7.64","7.76","7.87","7.40","5.58M","-1.42%"
"02/16/2022","7.75","7.75","7.89","7.58","3.53M","0.00%"
"02/15/2022","7.75","8.00","8.00","7.50","3.61M","-3.25%"
"02/14/2022","8.01","7.99","8.05","7.87","6.30M","0.25%"
"02/11/2022","7.99","7.75","8.00","7.75","1.86M","3.50%"
"02/10/2022","7.72","8.13","8.22","7.72","9.85M","-4.69%"
"02/09/2022","8.10","8.40","8.40","8.10","7.17M","-1.58%"
"02/08/2022","8.23","8.42","8.48","8.23","2.52M","-1.91%"
"02/07/2022","8.39","8.20","8.48","8.20","2.54M","3.07%"
"02/04/2022","8.14","8.29","8.40","8.06","4.90M","-0.73%"
"02/03/2022","8.20","8.10","8.21","8.10","3.74M","1.74%"
"02/02/2022","8.06","8.40","8.40","8.06","13.97M","-4.05%"
"01/31/2022","8.40","8.65","8.67","8.31","7.42M","-1.75%"
"01/28/2022","8.55","8.53","8.59","8.52","2.98M","0.23%"
"01/27/2022","8.53","8.52","8.65","8.52","1.71M","0.12%"
"01/26/2022","8.52","8.70","8.94","8.50","10.29M","-2.07%"
"01/25/2022","8.70","8.51","8.70","8.51","5.15M","2.35%"
"01/24/2022","8.50","8.55","8.58","8.50","4.73M","-0.58%"
"01/21/2022","8.55","8.58","8.64","8.51","4.22M","-0.35%"
"01/20/2022","8.58","8.50","8.69","8.50","1.58M","0.94%"
"01/19/2022","8.50","8.61","8.65","8.50","3.55M","-1.16%"
"01/18/2022","8.60","8.75","8.79","8.58","4.57M","-1.60%"
"01/17/2022","8.74","8.70","8.80","8.67","2.03M","-0.68%"
"01/14/2022","8.80","8.69","8.85","8.57","7.52M","1.27%"
"01/13/2022","8.69","8.66","8.69","8.60","1.80M","0.46%"
"01/12/2022","8.65","8.26","8.68","8.26","5.67M","4.72%"
"01/11/2022","8.26","8.18","8.26","8.13","5.06M","0.98%"
"01/10/2022","8.18","8.18","8.19","8.00","3.60M","0.00%"
"01/07/2022","8.18","8.14","8.20","7.92","9.65M","0.37%"
"01/06/2022","8.15","7.80","8.18","7.79","6.20M","4.49%"
"01/05/2022","7.80","7.75","7.84","7.70","1.89M","0.00%"
"01/03/2022","7.80","7.46","7.85","7.46","3.30M","2.50%"
"12/31/2021","7.61","7.60","7.61","7.40","5.35M","0.13%"
"12/29/2021","7.60","7.55","7.68","7.45","11.00M","0.66%"
"12/28/2021","7.55","7.40","7.55","7.37","2.76M","1.89%"
"12/27/2021","7.41","7.55","7.55","7.32","1.75M","-1.07%"
"12/24/2021","7.49","7.55","7.55","7.47","465.70K","-0.79%"
"12/23/2021","7.55","7.44","7.55","7.44","827.20K","1.62%"
"12/22/2021","7.43","7.52","7.60","7.42","3.75M","-0.93%"
"12/21/2021","7.50","7.55","7.55","7.48","522.40K","-0.66%"
"12/20/2021","7.55","7.58","7.59","7.45","1.57M","-0.40%"
"12/17/2021","7.58","7.81","7.81","7.58","3.71M","-2.94%"
"12/16/2021","7.81","7.48","7.81","7.47","11.39M","4.55%"
"12/15/2021","7.47","7.39","7.48","7.38","11.78M","1.36%"
"12/14/2021","7.37","7.38","7.40","7.36","11.24M","-0.14%"
"12/13/2021","7.38","7.35","7.40","7.28","5.54M","0.41%"
"12/10/2021","7.35","7.39","7.40","7.30","7.05M","-0.54%"
"12/09/2021","7.39","7.33","7.40","7.28","3.89M","0.82%"
"12/07/2021","7.33","7.40","7.40","7.20","3.16M","-0.14%"
"12/06/2021","7.34","7.39","7.40","7.33","5.76M","-0.81%"
"12/03/2021","7.40","7.20","7.40","7.20","4.59M","2.78%"
"12/02/2021","7.20","7.17","7.20","7.11","6.03M","0.42%"
"12/01/2021","7.17","7.25","7.40","7.11","7.16M","-1.78%"
"11/29/2021","7.30","7.40","7.40","7.15","7.03M","-2.14%"
"11/26/2021","7.46","7.42","7.46","7.37","4.10M","0.54%"
"11/25/2021","7.42","7.31","7.42","7.31","8.75M","1.50%"
"11/24/2021","7.31","7.31","7.33","7.28","8.35M","0.00%"
"11/23/2021","7.31","7.29","7.32","7.29","2.47M","0.00%"
"11/22/2021","7.31","7.28","7.33","7.26","2.39M","0.00%"
"11/19/2021","7.31","7.32","7.34","7.21","5.76M","-0.14%"
"11/18/2021","7.32","7.33","7.34","7.27","2.63M","-0.14%"
"11/17/2021","7.33","7.32","7.34","7.19","4.26M","0.14%"
"11/16/2021","7.32","7.20","7.37","7.19","6.37M","1.81%"
"11/15/2021","7.19","7.17","7.20","7.17","2.97M","0.28%"
